,Name,Class.Family,chr,start,end
13320,AluYk11,SINE/Alu,chr22,33226739,33226968
13321,AluSc,SINE/Alu,chr22,33230005,33230319
13322,AluSp,SINE/Alu,chr22,33234530,33234836
13323,AluSg,SINE/Alu,chr22,33239523,33239835
13324,AluY,SINE/Alu,chr22,33243983,33244294
13325,AluSx,SINE/Alu,chr22,33245627,33245931
13326,AluSz6,SINE/Alu,chr22,33246364,33246658
13327,AluSx3,SINE/Alu,chr22,33248190,33248488
13328,AluSx1,SINE/Alu,chr22,33253442,33253712
13329,AluSx1,SINE/Alu,chr22,33254936,33255237
13330,AluSp,SINE/Alu,chr22,33256924,33257218
13331,AluJb,SINE/Alu,chr22,33257251,33257422
13332,AluSx1,SINE/Alu,chr22,33258037,33258331
13333,AluSx3,SINE/Alu,chr22,33258872,33259177
13334,AluSx3,SINE/Alu,chr22,33262849,33262864
13335,AluSx3,SINE/Alu,chr22,33262899,33263192
13336,AluSz,SINE/Alu,chr22,33264388,33264655
13337,AluSx,SINE/Alu,chr22,33264887,33265204
13338,AluSq2,SINE/Alu,chr22,33266220,33266523
13339,AluSz6,SINE/Alu,chr22,33266958,33267257
13340,AluSx1,SINE/Alu,chr22,33267961,33268253
13341,AluY,SINE/Alu,chr22,33268430,33268726
13342,AluY,SINE/Alu,chr22,33269733,33270020
13343,AluSc,SINE/Alu,chr22,33278717,33279016
13344,AluSp,SINE/Alu,chr22,33282063,33282347
13345,AluSz,SINE/Alu,chr22,33283494,33283815
13346,AluSc8,SINE/Alu,chr22,33284584,33284874
13347,AluSx4,SINE/Alu,chr22,33285344,33285651
13348,AluY,SINE/Alu,chr22,33288978,33289256
13349,AluSx,SINE/Alu,chr22,33290758,33291054
13350,AluSx,SINE/Alu,chr22,33291811,33292122
13351,AluSp,SINE/Alu,chr22,33296558,33296868
13352,AluSx,SINE/Alu,chr22,33297327,33297630
13353,AluSq2,SINE/Alu,chr22,33297713,33298002
13354,AluJo,SINE/Alu,chr22,33298551,33298860
13355,AluJb,SINE/Alu,chr22,33298935,33299203
13356,AluJo,SINE/Alu,chr22,33300387,33300541
13357,AluSc,SINE/Alu,chr22,33300542,33300839
13358,AluJo,SINE/Alu,chr22,33300840,33300974
13359,AluSc5,SINE/Alu,chr22,33303612,33303915
13360,AluY,SINE/Alu,chr22,33305829,33306143
13361,AluSx3,SINE/Alu,chr22,33306591,33306891
13362,AluSz6,SINE/Alu,chr22,33307765,33307867
13363,AluSx,SINE/Alu,chr22,33309171,33309466
13364,AluY,SINE/Alu,chr22,33310964,33311259
13365,AluSc,SINE/Alu,chr22,33312195,33312460
13366,AluY,SINE/Alu,chr22,33314933,33315141
13367,AluSg,SINE/Alu,chr22,33315629,33315927
13368,AluJb,SINE/Alu,chr22,33316459,33316766
13369,AluSx1,SINE/Alu,chr22,33316932,33317214
13370,AluSx1,SINE/Alu,chr22,33317245,33317265
13371,AluSg7,SINE/Alu,chr22,33317955,33318252
13372,AluSx1,SINE/Alu,chr22,33319403,33319695
13373,AluSx,SINE/Alu,chr22,33321836,33322118
13374,AluSc8,SINE/Alu,chr22,33322841,33323165
13375,AluSx1,SINE/Alu,chr22,33323950,33324258
13376,AluJb,SINE/Alu,chr22,33327577,33327841
13377,AluSg7,SINE/Alu,chr22,33328308,33328580
13378,AluSg7,SINE/Alu,chr22,33328615,33328634
13379,AluJr4,SINE/Alu,chr22,33330341,33330516
13380,AluSq2,SINE/Alu,chr22,33331397,33331707
13381,AluY,SINE/Alu,chr22,33333014,33333317
13382,AluSx1,SINE/Alu,chr22,33333837,33334131
13383,AluSc,SINE/Alu,chr22,33334132,33334435
13384,AluSx1,SINE/Alu,chr22,33336197,33336499
13385,AluSc8,SINE/Alu,chr22,33336780,33337074
13386,AluSx1,SINE/Alu,chr22,33338866,33339176
13387,AluJb,SINE/Alu,chr22,33339738,33339965
13388,AluJb,SINE/Alu,chr22,33343116,33343421
13389,AluSq2,SINE/Alu,chr22,33346296,33346602
13390,AluSz6,SINE/Alu,chr22,33348192,33348266
13391,AluSc,SINE/Alu,chr22,33351756,33352026
13392,AluSx1,SINE/Alu,chr22,33352472,33352758
13393,AluSz,SINE/Alu,chr22,33356490,33356797
13394,AluSp,SINE/Alu,chr22,33357514,33357808
13395,AluY,SINE/Alu,chr22,33358717,33359014
13396,AluY,SINE/Alu,chr22,33359561,33359863
13397,AluSz,SINE/Alu,chr22,33360048,33360332
13398,AluSg,SINE/Alu,chr22,33360935,33361234
13399,AluY,SINE/Alu,chr22,33364060,33364356
13400,AluJo,SINE/Alu,chr22,33364724,33364995
13401,AluSz,SINE/Alu,chr22,33365608,33365915
13402,AluJo,SINE/Alu,chr22,33367425,33367726
13403,AluSx1,SINE/Alu,chr22,33368249,33368563
13404,AluSz,SINE/Alu,chr22,33369560,33369868
13405,AluY,SINE/Alu,chr22,33371704,33371998
13406,AluSc8,SINE/Alu,chr22,33373697,33373995
13407,AluSz,SINE/Alu,chr22,33375385,33375498
13408,AluJr4,SINE/Alu,chr22,33375744,33375903
13409,AluSx,SINE/Alu,chr22,33383278,33383583
13410,AluSx,SINE/Alu,chr22,33385255,33385554
13411,AluSz,SINE/Alu,chr22,33386821,33387130
13412,AluSz6,SINE/Alu,chr22,33387143,33387454
13413,AluSx3,SINE/Alu,chr22,33388570,33388868
13414,AluSx,SINE/Alu,chr22,33389564,33389847
13415,AluSz,SINE/Alu,chr22,33390678,33390995
13416,AluSx3,SINE/Alu,chr22,33391000,33391130
13417,AluSx3,SINE/Alu,chr22,33391759,33392068
13418,AluSx1,SINE/Alu,chr22,33392377,33392683
13419,AluSx3,SINE/Alu,chr22,33394196,33394497
13420,AluY,SINE/Alu,chr22,33394945,33395247
13421,AluSp,SINE/Alu,chr22,33397113,33397414
13422,AluY,SINE/Alu,chr22,33399586,33399847
13423,AluSq2,SINE/Alu,chr22,33403602,33403897
13424,AluSq2,SINE/Alu,chr22,33406792,33407091
13425,FAM,SINE/Alu,chr22,33407160,33407323
13426,AluSx,SINE/Alu,chr22,33407982,33408283
13427,AluSc8,SINE/Alu,chr22,33409614,33409888
13428,AluSz,SINE/Alu,chr22,33412002,33412287
13429,AluSx,SINE/Alu,chr22,33412646,33412960
13430,AluSx3,SINE/Alu,chr22,33413453,33413764
13431,AluSx3,SINE/Alu,chr22,33416596,33416904
13432,AluSc,SINE/Alu,chr22,33416907,33417204
13433,AluSc8,SINE/Alu,chr22,33417958,33418246
13434,AluSx1,SINE/Alu,chr22,33419681,33419993
13435,AluSx3,SINE/Alu,chr22,33420906,33421207
13436,AluSx3,SINE/Alu,chr22,33422511,33422764
13437,AluSz,SINE/Alu,chr22,33423395,33423697
13438,AluJo,SINE/Alu,chr22,33424546,33424859
13439,AluSg,SINE/Alu,chr22,33424982,33425282
13440,AluSc8,SINE/Alu,chr22,33425795,33426045
13441,AluSg7,SINE/Alu,chr22,33428319,33428612
13442,AluY,SINE/Alu,chr22,33428642,33428959
13443,AluY,SINE/Alu,chr22,33433315,33433625
13444,AluSc,SINE/Alu,chr22,33434305,33434598
13445,AluSx1,SINE/Alu,chr22,33434991,33435300
13446,AluSz,SINE/Alu,chr22,33438929,33439229
13447,AluSq2,SINE/Alu,chr22,33441072,33441373
13448,AluJr,SINE/Alu,chr22,33441472,33441748
13449,AluY,SINE/Alu,chr22,33442795,33443091
13450,AluYj4,SINE/Alu,chr22,33444393,33444468
13451,AluSx,SINE/Alu,chr22,33444829,33445129
13452,AluSq2,SINE/Alu,chr22,33445648,33445949
13453,AluSx,SINE/Alu,chr22,33446892,33447194
13454,AluSx1,SINE/Alu,chr22,33449921,33450211
13455,AluSx1,SINE/Alu,chr22,33450356,33450603
13456,AluSc5,SINE/Alu,chr22,33451561,33451856
13457,AluSg,SINE/Alu,chr22,33453135,33453429
13458,AluSx3,SINE/Alu,chr22,33454338,33454647
13459,AluSx,SINE/Alu,chr22,33455491,33455780
13460,AluSx1,SINE/Alu,chr22,33457122,33457293
13461,AluSx1,SINE/Alu,chr22,33457324,33457456
13462,AluY,SINE/Alu,chr22,33458103,33458403
13463,AluSp,SINE/Alu,chr22,33458427,33458727
13464,AluJr4,SINE/Alu,chr22,33461197,33461314
13465,AluSg,SINE/Alu,chr22,33462501,33462792
13466,AluSx1,SINE/Alu,chr22,33463684,33463970
13467,AluSq2,SINE/Alu,chr22,33466759,33467048
13468,AluJo,SINE/Alu,chr22,33468326,33468451
13469,AluSz,SINE/Alu,chr22,33469563,33469857
13470,AluY,SINE/Alu,chr22,33469887,33470189
13471,AluSz,SINE/Alu,chr22,33471018,33471343
13472,AluSx1,SINE/Alu,chr22,33471753,33472058
13473,AluSq2,SINE/Alu,chr22,33473169,33473338
13474,AluSg,SINE/Alu,chr22,33473339,33473598
13475,AluSq2,SINE/Alu,chr22,33473599,33473742
13476,AluSq2,SINE/Alu,chr22,33474153,33474462
13477,AluSp,SINE/Alu,chr22,33475478,33475763
13478,AluSx,SINE/Alu,chr22,33479746,33480043
13479,AluSx1,SINE/Alu,chr22,33484912,33485212
13480,AluSx,SINE/Alu,chr22,33485219,33485486
13481,AluSx,SINE/Alu,chr22,33493155,33493460
13482,AluSg,SINE/Alu,chr22,33495439,33495748
13483,AluSz,SINE/Alu,chr22,33497062,33497375
13484,AluSz6,SINE/Alu,chr22,33497874,33498183
13485,AluY,SINE/Alu,chr22,33498690,33499001
13486,AluSx,SINE/Alu,chr22,33499778,33500000
13487,AluSx,SINE/Alu,chr22,33500001,33500072
13488,AluSx1,SINE/Alu,chr22,33501915,33502211
13489,AluY,SINE/Alu,chr22,33502578,33502828
13490,AluSx1,SINE/Alu,chr22,33503245,33503406
13491,AluSg4,SINE/Alu,chr22,33503551,33503822
13492,AluSx1,SINE/Alu,chr22,33504260,33504547
13493,AluSx,SINE/Alu,chr22,33506619,33506915
13494,AluJr4,SINE/Alu,chr22,33509452,33509747
13495,AluJb,SINE/Alu,chr22,33510576,33510886
13496,AluSq2,SINE/Alu,chr22,33512521,33512812
13497,AluSc,SINE/Alu,chr22,33516605,33516883
13498,AluSx1,SINE/Alu,chr22,33517406,33517698
13499,AluSx,SINE/Alu,chr22,33518325,33518608
13500,AluJo,SINE/Alu,chr22,33520003,33520375
13501,AluJo,SINE/Alu,chr22,33522423,33522550
13502,AluSg,SINE/Alu,chr22,33522551,33522858
13503,AluJo,SINE/Alu,chr22,33522859,33522989
13504,AluSq2,SINE/Alu,chr22,33522992,33523309
13505,AluSg,SINE/Alu,chr22,33524012,33524319
13506,AluSp,SINE/Alu,chr22,33526975,33527265
13507,AluSq2,SINE/Alu,chr22,33531152,33531457
13508,AluY,SINE/Alu,chr22,33534124,33534428
13509,AluSq2,SINE/Alu,chr22,33535262,33535568
13510,AluSq2,SINE/Alu,chr22,33536802,33537108
13511,AluSx3,SINE/Alu,chr22,33537563,33537870
13512,AluJo,SINE/Alu,chr22,33539592,33539879
13513,AluJb,SINE/Alu,chr22,33540855,33541216
13514,AluSq,SINE/Alu,chr22,33541881,33542191
13515,AluSx,SINE/Alu,chr22,33544407,33544684
13516,AluJb,SINE/Alu,chr22,33545255,33545419
13517,AluSz,SINE/Alu,chr22,33545452,33545738
13518,AluJb,SINE/Alu,chr22,33545739,33545871
13519,AluSx,SINE/Alu,chr22,33546575,33546883
13520,AluSg,SINE/Alu,chr22,33547526,33547823
13521,AluSp,SINE/Alu,chr22,33548419,33548713
13522,AluY,SINE/Alu,chr22,33551814,33552015
13523,AluJo,SINE/Alu,chr22,33553225,33553540
13524,AluSx,SINE/Alu,chr22,33555647,33555946
13525,AluSx3,SINE/Alu,chr22,33556726,33557015
13526,AluSx1,SINE/Alu,chr22,33557566,33557866
13527,AluSq2,SINE/Alu,chr22,33559191,33559480
13528,AluY,SINE/Alu,chr22,33560818,33561103
13529,AluSp,SINE/Alu,chr22,33568485,33568785
13530,AluSc,SINE/Alu,chr22,33570416,33570670
13531,AluSz,SINE/Alu,chr22,33572605,33572901
13532,AluSx,SINE/Alu,chr22,33573174,33573454
13533,AluSp,SINE/Alu,chr22,33580089,33580388
13534,AluSg,SINE/Alu,chr22,33581532,33581834
13535,AluSz,SINE/Alu,chr22,33584835,33585146
13536,AluSz,SINE/Alu,chr22,33585850,33585998
13537,AluY,SINE/Alu,chr22,33586453,33586755
13538,AluSg4,SINE/Alu,chr22,33590921,33591217
13539,AluJr,SINE/Alu,chr22,33591727,33592051
13540,AluY,SINE/Alu,chr22,33592815,33593138
13541,AluJb,SINE/Alu,chr22,33593200,33593342
13542,AluSq2,SINE/Alu,chr22,33594606,33594905
13543,AluSz,SINE/Alu,chr22,33600766,33601092
13544,AluJo,SINE/Alu,chr22,33602408,33602583
13545,AluJr4,SINE/Alu,chr22,33602586,33602811
13546,AluSc8,SINE/Alu,chr22,33606128,33606402
13547,AluSq2,SINE/Alu,chr22,33607180,33607484
13548,AluSq,SINE/Alu,chr22,33612127,33612401
13549,AluSp,SINE/Alu,chr22,33613494,33613658
13550,AluSx1,SINE/Alu,chr22,33616225,33616550
13551,AluSx1,SINE/Alu,chr22,33619273,33619584
13552,AluSx,SINE/Alu,chr22,33620642,33620935
13553,AluSq2,SINE/Alu,chr22,33623749,33624056
13554,AluSx1,SINE/Alu,chr22,33628312,33628615
13555,AluSx,SINE/Alu,chr22,33629802,33629889
13556,AluSq2,SINE/Alu,chr22,33629918,33630237
13557,AluSc8,SINE/Alu,chr22,33630842,33631152
13558,AluJo,SINE/Alu,chr22,33631162,33631355
13559,AluSz6,SINE/Alu,chr22,33632125,33632421
13560,AluSg4,SINE/Alu,chr22,33634848,33635140
13561,AluJo,SINE/Alu,chr22,33636550,33636831
13562,AluSx1,SINE/Alu,chr22,33646716,33647028
13563,AluSc,SINE/Alu,chr22,33647761,33648056
13564,AluY,SINE/Alu,chr22,33651101,33651417
13565,AluSc,SINE/Alu,chr22,33651892,33652197
13566,AluSz,SINE/Alu,chr22,33661218,33661513
13567,AluSc,SINE/Alu,chr22,33664585,33664864
13568,AluY,SINE/Alu,chr22,33665611,33665911
13569,AluSq,SINE/Alu,chr22,33672993,33673284
13570,AluSx,SINE/Alu,chr22,33673690,33673945
13571,AluSz6,SINE/Alu,chr22,33673953,33674031
13572,AluSx,SINE/Alu,chr22,33674032,33674243
13573,AluSp,SINE/Alu,chr22,33675011,33675321
13574,AluSq,SINE/Alu,chr22,33679561,33679872
13575,AluSx3,SINE/Alu,chr22,33686326,33686572
13576,FLAM_C,SINE/Alu,chr22,33687156,33687294
13577,AluSp,SINE/Alu,chr22,33688351,33688650
13578,AluSx3,SINE/Alu,chr22,33689661,33689937
13579,AluSx1,SINE/Alu,chr22,33692308,33692610
13580,AluSx3,SINE/Alu,chr22,33693545,33693857
13581,AluSz,SINE/Alu,chr22,33695093,33695376
13582,AluSx3,SINE/Alu,chr22,33696236,33696542
13583,AluY,SINE/Alu,chr22,33697415,33697512
13584,AluY,SINE/Alu,chr22,33697513,33697569
13585,AluSz6,SINE/Alu,chr22,33698074,33698324
13586,AluSz,SINE/Alu,chr22,33698326,33698604
13587,AluSg,SINE/Alu,chr22,33708594,33708898
13588,AluSx,SINE/Alu,chr22,33709626,33709925
13589,AluJr,SINE/Alu,chr22,33711646,33711960
13590,AluJb,SINE/Alu,chr22,33713675,33713962
13591,AluJb,SINE/Alu,chr22,33716393,33716699
13592,AluSx1,SINE/Alu,chr22,33718773,33719087
13593,AluSc8,SINE/Alu,chr22,33719535,33719818
13594,AluSx1,SINE/Alu,chr22,33721970,33722230
13595,AluSz,SINE/Alu,chr22,33728257,33728579
13596,AluSq2,SINE/Alu,chr22,33730699,33730994
13597,AluY,SINE/Alu,chr22,33731000,33731302
13598,AluYc,SINE/Alu,chr22,33738578,33738861
13599,AluYh3,SINE/Alu,chr22,33746089,33746256
13600,AluSc,SINE/Alu,chr22,33748132,33748388
13601,AluSp,SINE/Alu,chr22,33749124,33749412
13602,AluSx,SINE/Alu,chr22,33751199,33751514
13603,AluSz6,SINE/Alu,chr22,33751770,33752081
13604,AluSc5,SINE/Alu,chr22,33752940,33753225
13605,AluSx1,SINE/Alu,chr22,33753778,33754080
13606,AluY,SINE/Alu,chr22,33754338,33754635
13607,AluSc,SINE/Alu,chr22,33760641,33760949
13608,AluSz,SINE/Alu,chr22,33761935,33762241
13609,AluSc,SINE/Alu,chr22,33763839,33764147
13610,AluSx,SINE/Alu,chr22,33764486,33764760
13611,AluSq2,SINE/Alu,chr22,33765422,33765729
13612,AluSq2,SINE/Alu,chr22,33766430,33766723
13613,AluSx,SINE/Alu,chr22,33767032,33767330
13614,AluY,SINE/Alu,chr22,33768028,33768315
13615,AluJr,SINE/Alu,chr22,33770401,33770713
13616,AluY,SINE/Alu,chr22,33772052,33772342
13617,AluSx,SINE/Alu,chr22,33774346,33774657
13618,AluSx,SINE/Alu,chr22,33775570,33775868
13619,AluJb,SINE/Alu,chr22,33777356,33777633
13620,AluSx1,SINE/Alu,chr22,33778658,33778950
13621,AluSq,SINE/Alu,chr22,33779498,33779820
13622,AluSx1,SINE/Alu,chr22,33781217,33781509
13623,AluSc5,SINE/Alu,chr22,33782585,33782899
13624,AluSx1,SINE/Alu,chr22,33783321,33783570
13625,AluSx4,SINE/Alu,chr22,33786740,33787047
13626,AluSx,SINE/Alu,chr22,33794621,33794919
13627,AluSz,SINE/Alu,chr22,33796768,33797063
13628,AluSq2,SINE/Alu,chr22,33797991,33798290
13629,AluSp,SINE/Alu,chr22,33799445,33799731
13630,AluSx1,SINE/Alu,chr22,33805452,33805736
13631,AluSc,SINE/Alu,chr22,33806730,33807019
13632,AluSx1,SINE/Alu,chr22,33808991,33809283
13633,AluSc,SINE/Alu,chr22,33810724,33810987
13634,AluSx,SINE/Alu,chr22,33813073,33813203
13635,AluSp,SINE/Alu,chr22,33813204,33813271
13636,AluJr,SINE/Alu,chr22,33820332,33820616
13637,AluSx1,SINE/Alu,chr22,33822423,33822739
13638,AluSg4,SINE/Alu,chr22,33826345,33826639
13639,AluY,SINE/Alu,chr22,33827081,33827377
13640,AluSz,SINE/Alu,chr22,33829001,33829308
13641,AluSx,SINE/Alu,chr22,33831086,33831249
13642,AluSq2,SINE/Alu,chr22,33833674,33833986
13643,AluJr,SINE/Alu,chr22,33838357,33838616
13644,AluJb,SINE/Alu,chr22,33840676,33840920
13645,AluSx,SINE/Alu,chr22,33843291,33843440
13646,AluSq2,SINE/Alu,chr22,33843838,33844107
13647,AluSp,SINE/Alu,chr22,33844723,33845017
13648,AluSp,SINE/Alu,chr22,33845298,33845607
13649,AluSx,SINE/Alu,chr22,33849588,33849898
13650,AluSx,SINE/Alu,chr22,33852565,33852883
13651,AluY,SINE/Alu,chr22,33855053,33855359
13652,AluSz6,SINE/Alu,chr22,33856931,33857217
13653,AluJo,SINE/Alu,chr22,33860167,33860291
13654,AluSz,SINE/Alu,chr22,33861858,33862159
13655,AluSg,SINE/Alu,chr22,33863479,33863781
13656,AluJb,SINE/Alu,chr22,33865833,33866107
13657,FLAM_C,SINE/Alu,chr22,33866203,33866283
13658,AluSx,SINE/Alu,chr22,33870595,33870867
13659,AluSq2,SINE/Alu,chr22,33872716,33873019
13660,AluSz,SINE/Alu,chr22,33877641,33877948
13661,AluSx4,SINE/Alu,chr22,33878130,33878428
13662,AluSp,SINE/Alu,chr22,33878969,33879265
13663,AluYm1,SINE/Alu,chr22,33882022,33882329
13664,AluSz6,SINE/Alu,chr22,33885749,33886056
13665,AluSz6,SINE/Alu,chr22,33886396,33886684
13666,AluSq2,SINE/Alu,chr22,33887455,33887755
13667,AluSz6,SINE/Alu,chr22,33888574,33888877
13668,AluSp,SINE/Alu,chr22,33898472,33898777
13669,AluSx,SINE/Alu,chr22,33900765,33901056
13670,FRAM,SINE/Alu,chr22,33901528,33901679
13671,AluSq2,SINE/Alu,chr22,33902850,33903144
13672,AluSc,SINE/Alu,chr22,33903545,33903848
13673,AluSc5,SINE/Alu,chr22,33904187,33904453
13674,AluJb,SINE/Alu,chr22,33905048,33905366
13675,AluSx1,SINE/Alu,chr22,33905848,33906142
13676,AluY,SINE/Alu,chr22,33907566,33907684
13677,AluY,SINE/Alu,chr22,33907723,33907896
13678,AluY,SINE/Alu,chr22,33909512,33909837
13679,AluSx,SINE/Alu,chr22,33912838,33913131
13680,AluSc,SINE/Alu,chr22,33913538,33913847
13681,AluSg4,SINE/Alu,chr22,33916003,33916309
13682,AluSq2,SINE/Alu,chr22,33923980,33924250
13683,AluSx1,SINE/Alu,chr22,33926039,33926348
13684,AluY,SINE/Alu,chr22,33930866,33931161
13685,AluSx3,SINE/Alu,chr22,33931839,33932139
13686,AluSg,SINE/Alu,chr22,33932155,33932452
13687,AluSx,SINE/Alu,chr22,33934439,33934738
13688,AluSc,SINE/Alu,chr22,33935018,33935116
13689,AluSg,SINE/Alu,chr22,33935483,33935767
13690,AluSx1,SINE/Alu,chr22,33937027,33937328
13691,AluJb,SINE/Alu,chr22,33937732,33937989
13692,AluSg,SINE/Alu,chr22,33938070,33938378
13693,AluSx,SINE/Alu,chr22,33942856,33943173
13694,AluSc,SINE/Alu,chr22,33943606,33943910
13695,AluSg,SINE/Alu,chr22,33944418,33944727
13696,AluSq2,SINE/Alu,chr22,33945342,33945646
13697,AluSg,SINE/Alu,chr22,33948063,33948364
13698,AluY,SINE/Alu,chr22,33948752,33949070
13699,AluSc,SINE/Alu,chr22,33950745,33951053
13700,AluJo,SINE/Alu,chr22,33951895,33952209
13701,AluJr4,SINE/Alu,chr22,33952212,33952284
13702,AluSg,SINE/Alu,chr22,33953640,33953929
13703,AluSx1,SINE/Alu,chr22,33954477,33954777
13704,AluSx,SINE/Alu,chr22,33955452,33955753
13705,AluSx,SINE/Alu,chr22,33956533,33956734
13706,AluSx3,SINE/Alu,chr22,33959081,33959362
13707,AluSx,SINE/Alu,chr22,33962195,33962490
13708,AluSc,SINE/Alu,chr22,33962677,33962981
13709,AluSx1,SINE/Alu,chr22,33967531,33967844
13710,AluY,SINE/Alu,chr22,33970171,33970465
13711,AluJr4,SINE/Alu,chr22,33972268,33972576
13712,AluSx,SINE/Alu,chr22,33978251,33978549
13713,AluJr4,SINE/Alu,chr22,33979418,33979630
13714,AluY,SINE/Alu,chr22,33979992,33980257
13715,AluY,SINE/Alu,chr22,33981417,33981709
13716,AluSx1,SINE/Alu,chr22,33982628,33982943
13717,AluJo,SINE/Alu,chr22,33983368,33983532
13718,AluJo,SINE/Alu,chr22,33984039,33984141
13719,AluSp,SINE/Alu,chr22,33985171,33985480
13720,AluSp,SINE/Alu,chr22,33987508,33987797
13721,AluSz,SINE/Alu,chr22,33988205,33988447
13722,AluSp,SINE/Alu,chr22,33988448,33988590
13723,AluJb,SINE/Alu,chr22,33989112,33989408
13724,AluSg,SINE/Alu,chr22,33989503,33989782
13725,AluSg,SINE/Alu,chr22,33990899,33991181
13726,AluSc5,SINE/Alu,chr22,33993138,33993444
13727,AluSc5,SINE/Alu,chr22,33994353,33994653
13728,AluSx,SINE/Alu,chr22,33996401,33996693
13729,AluJb,SINE/Alu,chr22,34002249,34002561
13730,AluSx4,SINE/Alu,chr22,34003085,34003391
13731,AluY,SINE/Alu,chr22,34007118,34007411
13732,AluSg7,SINE/Alu,chr22,34008855,34009154
13733,AluY,SINE/Alu,chr22,34009721,34010032
13734,AluSp,SINE/Alu,chr22,34010862,34011169
13735,AluSx,SINE/Alu,chr22,34012872,34013165
13736,AluSx,SINE/Alu,chr22,34015419,34015724
13737,AluSc,SINE/Alu,chr22,34018721,34019022
13738,AluSx,SINE/Alu,chr22,34020639,34020884
13739,AluSx3,SINE/Alu,chr22,34021627,34021937
13740,AluJo,SINE/Alu,chr22,34028014,34028309
13741,AluSg7,SINE/Alu,chr22,34029031,34029315
13742,AluSx,SINE/Alu,chr22,34030435,34030717
13743,AluSz,SINE/Alu,chr22,34042855,34043149
13744,AluSc,SINE/Alu,chr22,34044650,34044950
13745,AluJr4,SINE/Alu,chr22,34048524,34048656
13746,AluSc,SINE/Alu,chr22,34048658,34048952
13747,AluSx3,SINE/Alu,chr22,34051945,34052172
13748,AluSc,SINE/Alu,chr22,34054516,34054821
13749,AluSx,SINE/Alu,chr22,34056836,34057132
13750,AluSx1,SINE/Alu,chr22,34060859,34061165
13751,AluSx,SINE/Alu,chr22,34066478,34066774
13752,AluSx,SINE/Alu,chr22,34069230,34069526
13753,AluSx,SINE/Alu,chr22,34073512,34073751
13754,AluSx,SINE/Alu,chr22,34082442,34082752
13755,AluSz6,SINE/Alu,chr22,34087336,34087523
13756,AluSz6,SINE/Alu,chr22,34087532,34087638
13757,AluSc8,SINE/Alu,chr22,34087639,34087884
13758,AluSz6,SINE/Alu,chr22,34087885,34088020
13759,AluSg,SINE/Alu,chr22,34088224,34088532
13760,AluSz,SINE/Alu,chr22,34088931,34089249
13761,AluY,SINE/Alu,chr22,34089389,34089688
13762,AluSx3,SINE/Alu,chr22,34091677,34091886
13763,AluSq,SINE/Alu,chr22,34091887,34092169
13764,AluJr,SINE/Alu,chr22,34092883,34093173
13765,AluSz,SINE/Alu,chr22,34093363,34093675
13766,AluSq2,SINE/Alu,chr22,34094479,34094779
13767,Alu,SINE/Alu,chr22,34094791,34094856
13768,AluSx1,SINE/Alu,chr22,34097155,34097391
13769,AluSx,SINE/Alu,chr22,34098545,34098828
13770,AluSx1,SINE/Alu,chr22,34101117,34101431
13771,AluSx1,SINE/Alu,chr22,34102095,34102325
13772,AluSq2,SINE/Alu,chr22,34103016,34103322
13773,AluSx1,SINE/Alu,chr22,34104681,34104988
13774,AluSx4,SINE/Alu,chr22,34107267,34107573
13775,AluSq2,SINE/Alu,chr22,34108667,34108978
13776,AluYh3,SINE/Alu,chr22,34112679,34112939
13777,AluY,SINE/Alu,chr22,34116804,34117075
13778,AluSg,SINE/Alu,chr22,34119448,34119750
13779,AluSc8,SINE/Alu,chr22,34126108,34126415
13780,AluSp,SINE/Alu,chr22,34130823,34131124
13781,AluJr,SINE/Alu,chr22,34132680,34132970
13782,AluSq2,SINE/Alu,chr22,34133818,34134071
13783,AluSx1,SINE/Alu,chr22,34137108,34137417
13784,AluSx3,SINE/Alu,chr22,34138203,34138502
13785,AluJb,SINE/Alu,chr22,34139950,34140275
13786,AluJr4,SINE/Alu,chr22,34142296,34142589
13787,AluSz6,SINE/Alu,chr22,34145532,34145826
13788,AluSg,SINE/Alu,chr22,34145883,34146177
13789,AluSx,SINE/Alu,chr22,34148443,34148748
13790,AluSz,SINE/Alu,chr22,34151177,34151474
13791,AluY,SINE/Alu,chr22,34151477,34151759
13792,AluY,SINE/Alu,chr22,34151803,34151815
13793,AluY,SINE/Alu,chr22,34153717,34154030
13794,AluSz6,SINE/Alu,chr22,34154098,34154403
13795,AluSp,SINE/Alu,chr22,34155485,34155786
13796,AluSz,SINE/Alu,chr22,34156004,34156289
13797,AluSc8,SINE/Alu,chr22,34157656,34157955
13798,AluY,SINE/Alu,chr22,34158094,34158398
13799,AluSz,SINE/Alu,chr22,34159379,34159674
13800,AluSq2,SINE/Alu,chr22,34159839,34160148
13801,AluSg,SINE/Alu,chr22,34172414,34172688
13802,AluSc,SINE/Alu,chr22,34176968,34177126
13803,AluJr,SINE/Alu,chr22,34178347,34178466
13804,AluSx1,SINE/Alu,chr22,34181590,34181795
13805,AluSq2,SINE/Alu,chr22,34183054,34183356
13806,AluSx,SINE/Alu,chr22,34184075,34184376
13807,AluYg6,SINE/Alu,chr22,34187791,34188033
13808,AluSq2,SINE/Alu,chr22,34189059,34189351
13809,AluSx3,SINE/Alu,chr22,34191725,34192003
13810,AluSq2,SINE/Alu,chr22,34196958,34197247
13811,AluSx1,SINE/Alu,chr22,34202792,34203103
13812,AluJb,SINE/Alu,chr22,34203643,34203783
13813,AluYc,SINE/Alu,chr22,34205006,34205162
